loan_id,customer_id,loan_type,original_amount,current_balance,interest_rate,term_months,monthly_payment,origination_date,maturity_date,loan_status,payment_history_score,collateral_value,ltv_ratio,purpose,branch_id
LOAN00215903,CUST002159,Mortgage,122601,103859.39170786206,0.01,300,462.05,2021-06-15,2046-02-04,Active,99.1,147121.19999999998,0.8,Investment,BR014
LOAN00206601,CUST002066,Student,77078,76178.28582087408,0.233,180,1545.09,2024-04-27,2039-02-08,Late,66.1,,,Purchase,BR067
LOAN00206602,CUST002066,Student,18584,18367.073142727153,0.233,180,372.53,2024-04-22,2039-02-03,Late,66.1,,,Purchase,BR067
LOAN00461401,CUST004614,Mortgage,202234,199537.61586198086,0.212,240,3627.03,2022-08-24,2042-05-11,Active,67.4,242680.8,0.8,Investment,BR004
LOAN00461402,CUST004614,Business,72392,69213.9087145419,0.257,180,1585.36,2021-06-15,2036-03-28,Active,67.4,,,Investment,BR004
LOAN00329601,CUST003296,Credit Line,19806,15844.800000000001,0.412,24,1224.76,2024-01-04,2025-12-24,Default,57.4,,,Purchase,BR006
LOAN00221301,CUST002213,Mortgage,146772,122261.25755545673,0.01,180,878.42,2022-12-22,2037-10-04,Active,92.0,176126.4,0.8,Investment,BR075
LOAN00221302,CUST002213,Mortgage,180493,166991.07008710402,0.01,360,580.54,2023-01-26,2052-08-21,Active,92.0,216591.6,0.8,Investment,BR075
LOAN00307601,CUST003076,Student,14358,9964.430545169897,0.01,180,85.93,2020-11-15,2035-08-29,Active,100.0,,,Investment,BR040
LOAN00136901,CUST001369,Business,119860,113751.56070827173,0.247,180,2531.79,2021-03-29,2036-01-10,Active,68.6,,,Purchase,BR013
LOAN00136902,CUST001369,Credit Line,40036,0.0,0.317,24,2273.71,2022-04-06,2024-03-26,Paid Off,68.6,,,Refinance,BR013
LOAN00423301,CUST004233,Mortgage,91711,91110.66081502559,0.227,300,1741.16,2021-02-19,2045-10-11,Active,65.6,110053.2,0.8,Refinance,BR031
LOAN00423302,CUST004233,Auto,32602,0.0,0.247,36,1291.08,2020-09-16,2023-09-01,Paid Off,65.6,39122.4,0.8,Consolidation,BR031
LOAN00423303,CUST004233,Mortgage,83203,82900.78619593946,0.227,300,1579.64,2022-08-08,2047-03-30,Active,65.6,99843.59999999999,0.8,Investment,BR031
LOAN00314701,CUST003147,Personal,45881,30772.858927973815,0.327,36,2016.19,2024-04-24,2027-04-09,Late,63.9,,,Consolidation,BR001
LOAN00112001,CUST001120,Auto,38209,0.0,0.01,36,1077.8,2021-06-22,2024-06-06,Paid Off,94.9,45850.799999999996,0.8,Refinance,BR034
LOAN00112002,CUST001120,Personal,24928,0.0,0.063,60,485.41,2020-09-14,2025-08-19,Paid Off,94.9,,,Investment,BR034
LOAN00410201,CUST004102,Auto,28022,4508.081697224462,0.272,48,963.84,2022-02-02,2026-01-12,Active,62.7,33626.4,0.8,Purchase,BR013
LOAN00306101,CUST003061,Business,84934,75742.42152663594,0.133,180,1091.44,2021-10-04,2036-07-17,Active,82.0,,,Consolidation,BR043
LOAN00004201,CUST000042,Mortgage,151681,148011.50328502696,0.11,360,1444.49,2021-04-24,2050-11-18,Active,79.4,182017.19999999998,0.8,Investment,BR080
LOAN00014701,CUST000147,Personal,7625,6100.0,0.406,60,298.53,2022-04-25,2027-03-30,Default,54.6,,,Investment,BR047
LOAN00014702,CUST000147,Business,421998,421004.7884887905,0.366,180,12928.87,2024-07-06,2039-04-19,Active,54.6,,,Investment,BR047
LOAN00433701,CUST004337,Mortgage,248705,246646.64053331994,0.385,180,8006.5,2022-06-08,2037-03-21,Active,47.1,298446.0,0.8,Investment,BR038
LOAN00227001,CUST002270,Personal,26190,0.0,0.233,36,1017.91,2022-09-11,2025-08-26,Paid Off,74.9,,,Refinance,BR091
LOAN00128001,CUST001280,Business,355278,319399.8387995735,0.227,120,7513.55,2022-12-12,2032-10-20,Active,70.9,,,Investment,BR001
LOAN00128002,CUST001280,Personal,38293,25898.468109212004,0.267,36,1557.16,2024-05-26,2027-05-11,Active,70.9,,,Purchase,BR001
LOAN00128003,CUST001280,Business,250582,245530.30455217665,0.227,180,4908.44,2023-09-11,2038-06-24,Active,70.9,,,Investment,BR001
LOAN00187401,CUST001874,Auto,33028,0.0,0.039,36,973.65,2022-07-24,2025-07-08,Paid Off,90.1,39633.6,0.8,Investment,BR030
LOAN00187402,CUST001874,Mortgage,185827,153394.5588586736,0.019,240,931.29,2021-08-19,2041-05-06,Active,90.1,222992.4,0.8,Investment,BR030
LOAN00485501,CUST004855,Student,38085,31362.771268277662,0.01,240,175.15,2021-11-09,2041-07-27,Active,97.3,,,Refinance,BR047
LOAN00097201,CUST000972,Mortgage,156204,156165.34241748846,0.238,360,3100.68,2024-07-26,2054-02-19,Active,64.4,187444.8,0.8,Investment,BR018
LOAN00179301,CUST001793,Student,70206,67527.24349949865,0.17,240,1029.78,2021-05-21,2041-02-05,Active,73.5,,,Investment,BR078
LOAN00179302,CUST001793,Credit Line,6316,0.0,0.275,48,218.32,2021-02-22,2025-02-01,Paid Off,73.5,,,Investment,BR078
LOAN00091301,CUST000913,Auto,33212,0.0,0.118,48,871.34,2020-09-13,2024-08-23,Paid Off,80.8,39854.4,0.8,Investment,BR077
LOAN00108701,CUST001087,Student,73018,65513.16680543021,0.01,240,335.81,2023-06-12,2043-02-27,Active,94.6,,,Purchase,BR108
LOAN00108702,CUST001087,Credit Line,49661,0.0,0.096,36,1593.11,2022-02-20,2025-02-04,Paid Off,94.6,,,Purchase,BR108
LOAN00108703,CUST001087,Business,133757,21187.43319881045,0.026,60,2379.74,2021-06-12,2026-05-17,Active,94.6,,,Consolidation,BR108
LOAN00047301,CUST000473,Credit Line,11981,9584.800000000001,0.478,60,527.91,2024-02-19,2029-01-23,Default,49.6,,,Purchase,BR009
LOAN00047302,CUST000473,Credit Line,32095,30057.47026630993,0.478,60,1414.18,2024-08-12,2029-07-17,Active,49.6,,,Purchase,BR009
LOAN00487701,CUST004877,Business,282703,258158.25679509298,0.382,120,9213.81,2021-08-10,2031-06-19,Active,52.7,,,Consolidation,BR016
LOAN00487702,CUST004877,Mortgage,69400,69336.45785777776,0.337,300,1949.46,2021-01-09,2045-08-31,Active,52.7,83280.0,0.8,Investment,BR016
LOAN00487703,CUST004877,Mortgage,67780,54224.0,0.337,300,1903.96,2021-04-28,2045-12-18,Default,52.7,81336.0,0.8,Investment,BR016
LOAN00441301,CUST004413,Auto,59719,0.0,0.314,60,1983.78,2020-09-05,2025-08-10,Paid Off,57.8,71662.8,0.8,Refinance,BR050
LOAN00441302,CUST004413,Mortgage,80884,80823.35724722508,0.294,300,1983.05,2023-03-16,2047-11-05,Active,57.8,97060.8,0.8,Purchase,BR050
LOAN00441303,CUST004413,Business,480129,448420.55786579475,0.339,120,14060.41,2022-07-20,2032-05-28,Active,57.8,,,Refinance,BR050
LOAN00419301,CUST004193,Personal,10231,0.0,0.028,36,296.63,2022-03-26,2025-03-10,Paid Off,99.1,,,Refinance,BR126
LOAN00353301,CUST003533,Mortgage,244940,243378.2236632678,0.151,360,3116.73,2022-08-23,2052-03-18,Active,74.6,293928.0,0.8,Consolidation,BR055
LOAN00075201,CUST000752,Business,426901,405761.7647452804,0.383,120,13946.71,2022-09-11,2032-07-20,Active,52.6,,,Refinance,BR091
LOAN00075202,CUST000752,Student,23134,23015.33529121406,0.348,180,674.82,2023-10-22,2038-08-04,Active,52.6,,,Purchase,BR091
LOAN00265001,CUST002650,Mortgage,136403,113459.1794218252,0.01,300,514.07,2021-01-07,2045-08-29,Active,92.4,163683.6,0.8,Investment,BR031
LOAN00060501,CUST000605,Personal,39084,0.0,0.158,24,1909.94,2023-07-16,2025-07-05,Paid Off,83.8,,,Investment,BR078
LOAN00363601,CUST003636,Auto,18849,0.0,0.115,36,621.56,2020-12-27,2023-12-12,Paid Off,81.2,22618.8,0.8,Investment,BR040
LOAN00363602,CUST003636,Business,408362,307705.1032331065,0.14,120,6340.49,2021-08-27,2031-07-06,Active,81.2,,,Refinance,BR040
LOAN00198501,CUST001985,Auto,25883,21357.70110857451,0.013,72,373.88,2024-07-15,2030-06-14,Active,93.2,31059.6,0.8,Consolidation,BR031
LOAN00147701,CUST001477,Credit Line,29796,0.0,0.269,24,1618.8,2021-09-26,2023-09-16,Paid Off,74.2,,,Investment,BR013
LOAN00396601,CUST003966,Auto,55001,34508.03803608986,0.101,60,1171.32,2023-07-03,2028-06-06,Active,82.8,66001.2,0.8,Consolidation,BR125
LOAN00396602,CUST003966,Credit Line,8877,0.0,0.196,24,450.07,2023-02-24,2025-02-13,Paid Off,82.8,,,Consolidation,BR125
LOAN00453601,CUST004536,Personal,38099,8891.415306896854,0.316,48,1407.47,2022-04-06,2026-03-16,Active,65.2,,,Purchase,BR026
LOAN00138101,CUST001381,Auto,18262,4539.182829542455,0.054,48,423.88,2022-08-03,2026-07-13,Active,88.4,21914.399999999998,0.8,Refinance,BR015
LOAN00122201,CUST001222,Credit Line,10917,5631.925484800566,0.204,48,334.54,2023-04-30,2027-04-09,Active,81.9,,,Purchase,BR017
LOAN00122202,CUST001222,Business,369584,347308.8315789107,0.134,120,5605.82,2024-06-18,2034-04-27,Active,81.9,,,Investment,BR017
LOAN00479001,CUST004790,Mortgage,90206,89631.5421108901,0.161,300,1232.88,2023-10-15,2048-06-05,Active,73.4,108247.2,0.8,Consolidation,BR001
LOAN00479002,CUST004790,Business,436105,86765.80111263478,0.206,60,11700.19,2021-05-12,2026-04-16,Active,73.4,,,Consolidation,BR001
LOAN00324801,CUST003248,Personal,36379,0.0,0.33,24,2090.65,2023-03-08,2025-02-25,Paid Off,63.5,,,Consolidation,BR009
LOAN00336701,CUST003367,Business,450150,13166.880383854274,0.259,60,13451.07,2020-10-09,2025-09-13,Late,67.2,,,Investment,BR007
LOAN00336702,CUST003367,Personal,34563,28056.778384407502,0.299,60,1116.11,2023-12-28,2028-12-01,Late,67.2,,,Consolidation,BR007
LOAN00447201,CUST004472,Credit Line,48715,18931.76069266992,0.058,24,2154.69,2024-05-11,2026-05-01,Active,99.1,,,Purchase,BR018
LOAN00447202,CUST004472,Credit Line,30901,3507.624710160584,0.058,60,594.53,2021-03-13,2026-02-15,Active,99.1,,,Consolidation,BR018
LOAN00266901,CUST002669,Personal,25071,0.0,0.138,48,682.59,2021-04-11,2025-03-21,Paid Off,86.1,,,Refinance,BR034
LOAN00266902,CUST002669,Student,20950,19429.751146038325,0.063,240,153.74,2023-01-06,2042-09-23,Active,86.1,,,Consolidation,BR034
LOAN00067601,CUST000676,Mortgage,317532,315292.27585147164,0.252,240,6713.97,2022-10-24,2042-07-11,Active,62.7,381038.39999999997,0.8,Purchase,BR066
LOAN00407101,CUST004071,Auto,41700,0.0,0.07,36,1287.57,2021-10-20,2024-10-04,Paid Off,86.5,50040.0,0.8,Refinance,BR091
LOAN00270001,CUST002700,Mortgage,99828,84261.87348344544,0.01,300,376.22,2021-04-29,2045-12-19,Active,99.9,119793.59999999999,0.8,Purchase,BR078
LOAN00270002,CUST002700,Mortgage,99856,84956.67371344057,0.01,240,459.23,2022-06-14,2042-03-01,Active,99.9,119827.2,0.8,Investment,BR078
LOAN00469201,CUST004692,Personal,49170,30101.169971216903,0.184,60,1259.32,2023-02-21,2028-01-26,Active,80.7,,,Refinance,BR053
LOAN00469202,CUST004692,Auto,31585,14994.07242627657,0.119,48,830.2,2023-04-18,2027-03-28,Active,80.7,37902.0,0.8,Investment,BR053
LOAN00429201,CUST004292,Business,138734,36134.110764665464,0.245,60,4031.46,2021-06-25,2026-05-30,Active,68.8,,,Refinance,BR001
LOAN00429202,CUST004292,Business,220216,192205.207389257,0.245,60,6399.24,2024-07-25,2029-06-29,Active,68.8,,,Consolidation,BR001
LOAN00429203,CUST004292,Personal,13378,2326.3212400497678,0.285,60,420.58,2021-03-12,2026-02-14,Active,68.8,,,Refinance,BR001
LOAN00302901,CUST003029,Mortgage,231137,230915.8523537149,0.212,360,4090.9,2023-09-10,2053-04-05,Active,67.4,277364.39999999997,0.8,Purchase,BR108
LOAN00302902,CUST003029,Credit Line,13657,0.0,0.327,36,600.14,2020-11-07,2023-10-23,Paid Off,67.4,,,Investment,BR108
LOAN00302903,CUST003029,Business,56919,54085.61033217618,0.257,180,1246.5,2021-02-22,2035-12-06,Active,67.4,,,Consolidation,BR108
LOAN00493701,CUST004937,Auto,75698,5184.669624737815,0.155,36,2642.67,2022-10-21,2025-10-05,Active,76.5,90837.59999999999,0.8,Consolidation,BR043
LOAN00493702,CUST004937,Personal,38756,0.0,0.22,24,2010.59,2022-02-25,2024-02-15,Paid Off,76.5,,,Purchase,BR043
LOAN00255301,CUST002553,Mortgage,112573,103215.67163148438,0.01,300,424.26,2023-04-26,2047-12-16,Active,100.0,135087.6,0.8,Investment,BR042
LOAN00280301,CUST002803,Credit Line,40693,16601.83039483936,0.198,60,1073.59,2022-03-01,2027-02-03,Active,82.6,,,Purchase,BR126
LOAN00280302,CUST002803,Personal,20460,15712.419949535724,0.168,60,506.29,2024-02-03,2029-01-07,Active,82.6,,,Consolidation,BR126
LOAN00155001,CUST001550,Mortgage,293687,241532.6743147793,0.01,180,1757.7,2022-11-15,2037-08-28,Active,98.1,352424.39999999997,0.8,Investment,BR053
LOAN00261101,CUST002611,Mortgage,428505,403209.9697877839,0.038,180,3126.82,2024-07-07,2039-04-20,Active,87.9,514206.0,0.8,Consolidation,BR103
LOAN00345501,CUST003455,Business,238074,237064.53991867776,0.53,120,10574.07,2024-07-27,2034-06-05,Active,35.3,,,Refinance,BR067
LOAN00297801,CUST002978,Mortgage,114193,113551.60078110354,0.262,240,2507.27,2023-01-01,2042-09-18,Late,61.5,137031.6,0.8,Consolidation,BR039
LOAN00168101,CUST001681,Business,90992,79547.45670242237,0.12,180,1092.06,2021-07-25,2036-05-07,Active,83.5,,,Purchase,BR016
LOAN00130101,CUST001301,Mortgage,106281,104630.93590089031,0.236,240,2109.88,2021-06-26,2041-03-13,Active,64.6,127537.2,0.8,Investment,BR009
LOAN00130102,CUST001301,Student,63072,50457.600000000006,0.246,240,1302.97,2023-05-05,2043-01-20,Default,64.6,,,Refinance,BR009
LOAN00130103,CUST001301,Business,151690,145344.97726628013,0.281,180,3608.03,2020-12-28,2035-10-11,Active,64.6,,,Investment,BR009
LOAN00346101,CUST003461,Credit Line,23994,3267.5720145842033,0.05,48,552.56,2022-03-09,2026-02-16,Active,100.0,,,Investment,BR091
LOAN00346102,CUST003461,Business,183677,112401.62709907365,0.01,120,1609.09,2021-08-26,2031-07-05,Active,100.0,,,Purchase,BR091
LOAN00269201,CUST002692,Personal,5539,1804.0862341878558,0.257,48,185.83,2022-07-22,2026-07-01,Active,72.1,,,Purchase,BR067
LOAN00405401,CUST004054,Credit Line,49023,27184.70724169799,0.221,24,2545.64,2024-08-24,2026-08-14,Active,79.9,,,Consolidation,BR002
LOAN00344501,CUST003445,Personal,39931,5149.611707657196,0.116,36,1318.66,2022-12-20,2025-12-04,Active,88.7,,,Refinance,BR021
LOAN00387701,CUST003877,Auto,33273,15572.417601841453,0.013,72,480.63,2022-06-06,2028-05-05,Active,93.2,39927.6,0.8,Purchase,BR063
LOAN00475401,CUST004754,Credit Line,27384,12354.596618577812,0.312,48,1005.19,2022-11-28,2026-11-07,Active,69.2,,,Consolidation,BR021
LOAN00475402,CUST004754,Auto,39483,15019.614566227538,0.217,72,985.04,2021-02-28,2027-01-28,Active,69.2,47379.6,0.8,Consolidation,BR021
LOAN00076201,CUST000762,Student,40072,32549.634885663272,0.127,120,591.25,2022-07-28,2032-06-05,Active,78.6,,,Consolidation,BR004
LOAN00068001,CUST000680,Mortgage,110782,100240.42957176857,0.01,300,417.51,2023-01-09,2047-08-31,Active,98.8,132938.4,0.8,Purchase,BR067
LOAN00068002,CUST000680,Personal,20047,0.0,0.03,48,443.73,2021-07-16,2025-06-25,Paid Off,98.8,,,Consolidation,BR067
LOAN00458301,CUST004583,Student,82964,70513.80967049136,0.146,120,1318.25,2022-11-19,2032-09-27,Active,76.4,,,Investment,BR039
LOAN00116001,CUST001160,Credit Line,49456,0.0,0.299,48,1777.84,2021-03-25,2025-03-04,Paid Off,70.7,,,Purchase,BR038
LOAN00106701,CUST001067,Mortgage,284459,227567.2,0.33,240,7834.27,2022-09-12,2042-05-30,Default,53.5,341350.8,0.8,Consolidation,BR053
LOAN00106702,CUST001067,Mortgage,188716,188705.49713248215,0.33,360,5189.99,2023-07-20,2053-02-12,Active,53.5,226459.19999999998,0.8,Consolidation,BR053
LOAN00047901,CUST000479,Mortgage,218066,205161.96046523078,0.01,300,821.83,2023-12-15,2048-08-05,Active,100.0,261679.19999999998,0.8,Purchase,BR021
LOAN00324501,CUST003245,Business,472810,366613.3310221526,0.206,120,9326.19,2021-03-21,2031-01-28,Active,73.4,,,Refinance,BR001
LOAN00342401,CUST003424,Mortgage,232017,216094.72589114553,0.073,180,2124.54,2023-11-23,2038-09-05,Active,83.8,278420.39999999997,0.8,Purchase,BR040
LOAN00123101,CUST001231,Credit Line,29149,0.0,0.334,24,1681.25,2022-10-24,2024-10-13,Paid Off,66.6,,,Purchase,BR007
LOAN00384401,CUST003844,Mortgage,511406,511110.6959876523,0.341,240,14549.92,2024-06-09,2044-02-25,Active,52.2,613687.2,0.8,Refinance,BR005
LOAN00470101,CUST004701,Mortgage,253771,246894.22344407727,0.284,180,6096.39,2022-01-04,2036-10-17,Active,58.9,304525.2,0.8,Refinance,BR003
LOAN00376801,CUST003768,Personal,22960,0.0,0.025,24,981.78,2020-09-02,2022-08-23,Paid Off,99.4,,,Consolidation,BR005
LOAN00159901,CUST001599,Business,351285,289977.2453955434,0.177,60,8863.1,2024-05-11,2029-04-15,Active,76.8,,,Investment,BR015
LOAN00159902,CUST001599,Student,13609,11296.239853095703,0.142,120,212.94,2022-09-02,2032-07-11,Active,76.8,,,Purchase,BR015
LOAN00227501,CUST002275,Business,126539,101231.20000000001,0.344,120,3753.78,2023-06-11,2033-04-19,Default,57.2,,,Consolidation,BR028
LOAN00009801,CUST000098,Student,79470,73269.61802279952,0.106,180,883.39,2023-03-11,2037-12-22,Active,81.1,,,Purchase,BR047
LOAN00009802,CUST000098,Mortgage,141156,119016.39003855438,0.096,180,1482.52,2021-06-05,2036-03-18,Active,81.1,169387.19999999998,0.8,Consolidation,BR047
LOAN00235601,CUST002356,Business,94173,91107.17251051753,0.141,180,1260.47,2024-03-05,2038-12-17,Active,81.1,,,Consolidation,BR091
LOAN00410101,CUST004101,Credit Line,18888,3696.779652320382,0.476,60,829.62,2021-02-12,2026-01-17,Active,49.9,,,Consolidation,BR040
LOAN00213601,CUST002136,Personal,21989,2708.209270571144,0.307,60,720.9,2020-12-28,2025-12-02,Active,66.2,,,Purchase,BR038
LOAN00225101,CUST002251,Mortgage,225890,222700.2386743572,0.155,300,2981.17,2022-06-10,2047-01-30,Active,74.1,271068.0,0.8,Refinance,BR050
LOAN00225102,CUST002251,Business,287317,274419.3180003756,0.2,120,5552.56,2024-06-04,2034-04-13,Active,74.1,,,Consolidation,BR050
LOAN00370401,CUST003704,Mortgage,263657,210925.6,0.261,300,5743.57,2021-08-26,2046-04-17,Default,61.6,316388.39999999997,0.8,Refinance,BR006
LOAN00467201,CUST004672,Auto,27139,14412.761639291848,0.4,72,998.86,2021-05-18,2027-04-17,Active,47.6,32566.8,0.8,Purchase,BR026
LOAN00234701,CUST002347,Personal,6865,3522.395286920971,0.292,48,244.0,2023-03-11,2027-02-18,Active,68.0,,,Refinance,BR016
LOAN00487001,CUST004870,Auto,38709,5743.2976011714045,0.234,36,1506.5,2022-12-17,2025-12-01,Active,67.2,46450.799999999996,0.8,Purchase,BR057
LOAN00387501,CUST003875,Personal,7166,4983.967545761369,0.331,48,271.1,2023-11-01,2027-10-11,Active,63.4,,,Purchase,BR047
LOAN00144501,CUST001445,Credit Line,26230,1982.1632530923648,0.191,60,681.86,2020-12-15,2025-11-19,Active,83.4,,,Investment,BR020
LOAN00144502,CUST001445,Personal,29709,0.0,0.161,48,843.48,2020-09-26,2024-09-05,Paid Off,83.4,,,Investment,BR020
LOAN00462401,CUST004624,Mortgage,393740,347548.85548793926,0.02,300,1668.88,2021-12-22,2046-08-13,Active,90.0,472488.0,0.8,Investment,BR015
LOAN00259201,CUST002592,Business,227661,225241.50583937057,0.249,180,4844.12,2024-03-30,2039-01-11,Late,68.4,,,Refinance,BR013
LOAN00259202,CUST002592,Credit Line,20060,0.0,0.319,24,1141.32,2021-11-24,2023-11-14,Paid Off,68.4,,,Investment,BR013
LOAN00259203,CUST002592,Student,69627,67044.18087219482,0.214,180,1295.46,2022-09-20,2037-07-03,Late,68.4,,,Refinance,BR013
LOAN00302701,CUST003027,Mortgage,201307,198784.2399889324,0.107,360,1871.6,2023-03-26,2052-10-19,Active,79.8,241568.4,0.8,Refinance,BR011
LOAN00302702,CUST003027,Auto,26629,10406.14645458609,0.127,48,710.43,2023-01-08,2026-12-18,Active,79.8,31954.8,0.8,Investment,BR011
LOAN00302703,CUST003027,Student,87771,79764.15714551519,0.117,180,1036.52,2022-07-28,2037-05-10,Active,79.8,,,Purchase,BR011
LOAN00490101,CUST004901,Student,54411,52523.53812512139,0.204,180,971.74,2023-01-16,2037-10-29,Active,69.5,,,Investment,BR087
LOAN00066701,CUST000667,Student,18087,15734.224404016524,0.184,120,330.57,2022-11-04,2032-09-12,Active,71.9,,,Consolidation,BR007
LOAN00066702,CUST000667,Business,270051,233528.83637248885,0.219,60,7443.17,2024-08-05,2029-07-10,Active,71.9,,,Refinance,BR007
LOAN00010901,CUST000109,Auto,22291,8173.82024553924,0.117,72,432.32,2021-06-06,2027-05-06,Active,80.9,26749.2,0.8,Purchase,BR055
LOAN00010902,CUST000109,Student,83769,78014.2554450638,0.107,180,936.4,2023-05-23,2038-03-05,Active,80.9,,,Consolidation,BR055
LOAN00287001,CUST002870,Auto,44686,13218.487205739959,0.01,48,950.09,2022-11-09,2026-10-19,Active,98.1,53623.2,0.8,Refinance,BR125
LOAN00287002,CUST002870,Credit Line,34972,0.0,0.066,48,830.97,2021-02-06,2025-01-16,Paid Off,98.1,,,Purchase,BR125
LOAN00407301,CUST004073,Personal,15679,684.3910647567371,0.451,48,710.11,2021-10-15,2025-09-24,Active,49.3,,,Purchase,BR104
LOAN00099901,CUST000999,Mortgage,60139,58649.20583504503,0.221,180,1150.65,2023-06-11,2038-03-24,Active,66.4,72166.8,0.8,Refinance,BR016
LOAN00145101,CUST001451,Student,79575,73802.06510916821,0.099,120,1047.19,2024-06-23,2034-05-02,Active,81.9,,,Refinance,BR055
LOAN00045901,CUST000459,Credit Line,12571,8138.470780928759,0.334,36,557.34,2024-03-19,2027-03-04,Active,66.6,,,Investment,BR031
LOAN00045902,CUST000459,Student,94342,93662.02360278864,0.229,240,1819.85,2023-05-27,2043-02-11,Active,66.6,,,Consolidation,BR031
LOAN00204401,CUST002044,Personal,25278,0.0,0.198,24,1284.08,2020-10-27,2022-10-17,Paid Off,79.1,,,Consolidation,BR059
LOAN00489401,CUST004894,Mortgage,180932,176618.41783925353,0.154,240,2436.14,2023-01-31,2042-10-18,Active,74.2,217118.4,0.8,Consolidation,BR028
LOAN00351301,CUST003513,Auto,65725,37909.25715910712,0.01,72,940.89,2023-01-19,2028-12-18,Active,100.0,78870.0,0.8,Refinance,BR012
LOAN00341001,CUST003410,Personal,26390,17042.25966199104,0.02,36,755.88,2024-07-20,2027-07-05,Active,100.0,,,Consolidation,BR126
LOAN00388401,CUST003884,Credit Line,41915,9259.642002821338,0.384,48,1720.65,2022-03-18,2026-02-25,Active,60.7,,,Investment,BR057
LOAN00388402,CUST003884,Auto,38495,12897.311802362043,0.289,36,1611.07,2023-06-03,2026-05-18,Late,60.7,46194.0,0.8,Purchase,BR057
LOAN00388403,CUST003884,Mortgage,246613,197290.40000000002,0.269,180,5632.39,2023-07-29,2038-05-11,Default,60.7,295935.6,0.8,Consolidation,BR057
LOAN00080301,CUST000803,Credit Line,31352,6860.805634148755,0.236,36,1223.45,2023-03-12,2026-02-24,Active,78.1,,,Consolidation,BR006
LOAN00093301,CUST000933,Credit Line,29472,2582.643132171615,0.468,48,1367.35,2021-11-20,2025-10-30,Active,50.8,,,Investment,BR068
LOAN00093302,CUST000933,Credit Line,15290,2581.0385552273656,0.468,48,709.38,2022-01-12,2025-12-22,Active,50.8,,,Refinance,BR068
LOAN00093303,CUST000933,Business,101155,80924.0,0.398,120,3423.21,2023-08-15,2033-06-23,Default,50.8,,,Refinance,BR068
LOAN00344401,CUST003444,Student,81468,65704.2045862228,0.01,180,487.58,2022-08-03,2037-05-16,Active,100.0,,,Consolidation,BR104
LOAN00344402,CUST003444,Credit Line,5828,3059.276757433173,0.05,48,134.21,2023-08-22,2027-08-01,Active,100.0,,,Refinance,BR104
LOAN00437901,CUST004379,Credit Line,8345,649.2427870265296,0.206,60,223.89,2020-12-07,2025-11-11,Active,81.6,,,Refinance,BR055
LOAN00156501,CUST001565,Student,96800,69721.00658829189,0.035,120,957.22,2022-06-26,2032-05-04,Active,89.4,,,Investment,BR067
LOAN00180401,CUST001804,Personal,37440,29952.0,0.448,48,1688.43,2023-12-18,2027-11-27,Default,49.6,,,Refinance,BR038
LOAN00164401,CUST001644,Credit Line,26828,0.0,0.183,24,1343.26,2023-08-05,2025-07-25,Paid Off,84.4,,,Consolidation,BR117
LOAN00164402,CUST001644,Business,424764,365939.59537088627,0.113,120,5923.49,2023-05-23,2033-03-31,Active,84.4,,,Purchase,BR117
LOAN00005901,CUST000059,Auto,59308,18509.71456954683,0.106,72,1116.76,2021-03-25,2027-02-22,Active,82.2,71169.59999999999,0.8,Consolidation,BR063
LOAN00081201,CUST000812,Student,63737,61255.36451660965,0.211,120,1278.59,2024-06-25,2034-05-04,Late,68.7,,,Refinance,BR061
LOAN00005101,CUST000051,Business,366551,315084.7708242606,0.132,180,4686.1,2020-12-21,2035-10-04,Active,82.1,,,Refinance,BR001
LOAN00005102,CUST000051,Auto,34102,8344.892759290313,0.107,60,736.37,2021-09-21,2026-08-26,Active,82.1,40922.4,0.8,Purchase,BR001
LOAN00001801,CUST000018,Auto,34912,8559.908472608218,0.108,48,898.93,2022-06-23,2026-06-02,Active,82.0,41894.4,0.8,Investment,BR103
LOAN00001802,CUST000018,Mortgage,73905,71957.04543226249,0.088,360,584.05,2022-05-04,2051-11-28,Active,82.0,88686.0,0.8,Purchase,BR103
LOAN00095701,CUST000957,Credit Line,40359,25059.37738099783,0.199,60,1067.02,2023-03-08,2028-02-10,Active,82.5,,,Purchase,BR007
LOAN00188301,CUST001883,Personal,31930,0.0,0.406,24,1964.09,2021-06-18,2023-06-08,Paid Off,54.6,,,Purchase,BR003
LOAN00368501,CUST003685,Mortgage,116142,112141.34112044229,0.045,360,588.47,2023-08-07,2053-03-02,Active,87.1,139370.4,0.8,Consolidation,BR016
LOAN00368502,CUST003685,Mortgage,72846,70960.53737605334,0.045,360,369.1,2024-01-25,2053-08-20,Active,87.1,87415.2,0.8,Purchase,BR016
LOAN00095401,CUST000954,Business,301436,30826.053396396645,0.01,60,5152.67,2021-03-20,2026-02-22,Active,100.0,,,Purchase,BR015
LOAN00126201,CUST001262,Student,31790,27994.44715275954,0.134,180,410.62,2021-06-24,2036-04-06,Active,77.8,,,Refinance,BR038
LOAN00426801,CUST004268,Student,12852,12335.058978067384,0.445,120,482.71,2022-06-13,2032-04-21,Active,41.2,,,Consolidation,BR104
LOAN00426802,CUST004268,Mortgage,611660,611653.7187405612,0.435,360,22172.74,2022-01-15,2051-08-11,Active,41.2,733992.0,0.8,Consolidation,BR104
LOAN00029301,CUST000293,Auto,17984,0.0,0.244,48,590.3,2020-09-19,2024-08-29,Paid Off,66.0,21580.8,0.8,Purchase,BR007
