account_id,customer_id,account_type,balance,credit_limit,interest_rate,account_status,open_date,last_activity_date,branch_id
ACC00277902,CUST002779,Credit Card,-7379,19982.0,0.2069,Active,2019-06-17,2025-07-20,BR003
ACC00278001,CUST002780,Savings,2771,,0.0155,Inactive,2024-10-20,2025-04-17,BR013
ACC00278002,CUST002780,CD,3595,,0.042,Active,2024-10-20,2025-07-21,BR013
ACC00278101,CUST002781,Money Market,12229,,0.0347,Active,2017-12-06,2024-12-15,BR067
ACC00278102,CUST002781,CD,14863,,0.0364,Inactive,2017-11-08,2025-02-04,BR067
ACC00278103,CUST002781,Checking,17995,,0.0,Active,2017-12-04,2025-04-14,BR067
ACC00278201,CUST002782,Savings,2725,,0.0275,Active,2019-02-19,2025-05-14,BR021
ACC00278202,CUST002782,CD,2865,,0.0144,Active,2019-01-28,2024-11-02,BR021
ACC00278203,CUST002782,Credit Card,-233,12108.0,0.1969,Active,2019-02-15,2025-05-29,BR021
ACC00278301,CUST002783,Money Market,2163,,0.0314,Active,2016-04-05,2025-03-29,BR001
ACC00278302,CUST002783,CD,1510,,0.0314,Active,2016-04-26,2025-01-30,BR001
ACC00278303,CUST002783,Savings,2453,,0.0149,Active,2016-04-24,2025-01-28,BR001
ACC00278401,CUST002784,Money Market,1769,,0.0175,Inactive,2017-08-08,2025-07-16,BR055
ACC00278402,CUST002784,CD,1405,,0.0385,Active,2017-08-08,2024-12-18,BR055
ACC00278501,CUST002785,Credit Card,-20797,34096.0,0.1941,Closed,2020-01-04,2025-07-12,BR034
ACC00278601,CUST002786,Money Market,22159,,0.0398,Active,2015-12-02,2025-02-07,BR028
ACC00278701,CUST002787,Money Market,10980,,0.0384,Inactive,2022-08-03,2025-08-04,BR056
ACC00278801,CUST002788,Savings,4765,,0.0306,Active,2024-10-18,2025-07-25,BR042
ACC00278802,CUST002788,CD,8132,,0.0346,Active,2024-10-07,2025-05-19,BR042
ACC00278803,CUST002788,Savings,4464,,0.0403,Active,2024-10-18,2024-12-29,BR042
ACC00278901,CUST002789,Money Market,220907,,0.0304,Active,2016-12-19,2024-10-16,BR047
ACC00278902,CUST002789,CD,296977,,0.0212,Active,2016-11-20,2024-10-11,BR047
ACC00279001,CUST002790,Money Market,2903,,0.0187,Active,2025-01-21,2024-11-22,BR018
ACC00279002,CUST002790,Money Market,3172,,0.0183,Active,2025-02-12,2025-03-01,BR018
ACC00279003,CUST002790,CD,13236,,0.0122,Active,2025-02-10,2024-10-23,BR018
ACC00279101,CUST002791,CD,11591,,0.0377,Active,2016-10-03,2025-03-25,BR020
ACC00279201,CUST002792,Credit Card,-22601,49830.0,0.1719,Active,2022-04-26,2025-08-27,BR077
ACC00279202,CUST002792,Money Market,48424,,0.0292,Active,2022-04-26,2025-06-13,BR077
ACC00279301,CUST002793,Checking,8486,,0.0,Active,2021-07-12,2024-11-02,BR034
ACC00279302,CUST002793,Checking,6417,,0.0,Closed,2021-07-13,2024-11-01,BR034
ACC00279401,CUST002794,Savings,22011,,0.0421,Active,2017-11-10,2024-10-17,BR001
ACC00279501,CUST002795,Savings,9638,,0.0446,Active,2016-07-26,2025-02-17,BR068
ACC00279502,CUST002795,Checking,14891,,0.0,Active,2016-08-04,2025-01-21,BR068
ACC00279601,CUST002796,CD,27739,,0.0344,Inactive,2024-12-27,2024-10-19,BR030
ACC00279602,CUST002796,Credit Card,-13814,26063.0,0.1867,Active,2024-12-28,2024-12-13,BR030
ACC00279701,CUST002797,Savings,449,,0.0451,Active,2021-04-03,2025-07-26,BR038
ACC00279702,CUST002797,CD,503,,0.0447,Active,2021-04-05,2025-05-23,BR038
ACC00279801,CUST002798,Credit Card,-1753,25632.0,0.1941,Active,2018-05-06,2024-12-20,BR055
ACC00279901,CUST002799,CD,288103,,0.0202,Active,2021-04-27,2024-10-26,BR108
ACC00279902,CUST002799,Checking,67548,,0.0,Active,2021-04-27,2024-12-01,BR108
ACC00280001,CUST002800,Credit Card,-415,39365.0,0.1969,Active,2022-01-27,2025-02-08,BR021
ACC00280101,CUST002801,Checking,78127,,0.0,Active,2021-06-08,2024-10-16,BR125
ACC00280102,CUST002801,Checking,11604,,0.0,Active,2021-06-09,2025-07-05,BR125
ACC00280201,CUST002802,Money Market,2152,,0.0349,Active,2016-08-15,2024-12-28,BR063
ACC00280301,CUST002803,Money Market,4287,,0.0173,Active,2017-07-28,2024-11-05,BR126
ACC00280401,CUST002804,Checking,16913,,0.0,Active,2020-01-23,2025-01-05,BR009
ACC00280501,CUST002805,Savings,2736,,0.0184,Active,2019-07-01,2024-10-11,BR063
ACC00280502,CUST002805,Checking,15324,,0.0,Active,2019-06-22,2025-08-18,BR063
ACC00280601,CUST002806,CD,10222,,0.046,Active,2022-07-19,2025-04-30,BR006
ACC00280701,CUST002807,Money Market,4160,,0.0437,Active,2025-08-21,2024-10-13,BR057
ACC00280702,CUST002807,Money Market,16561,,0.0304,Active,2025-08-21,2025-03-29,BR057
ACC00280703,CUST002807,CD,24466,,0.0462,Active,2025-08-24,2025-06-04,BR057
ACC00280704,CUST002807,CD,18234,,0.032,Active,2025-08-14,2025-08-23,BR057
ACC00280801,CUST002808,Money Market,4200,,0.035,Active,2018-03-20,2025-04-06,BR005
ACC00280901,CUST002809,CD,21290,,0.0393,Active,2022-04-03,2025-07-31,BR038
ACC00281001,CUST002810,CD,23956,,0.0332,Active,2021-12-29,2024-11-05,BR075
ACC00281002,CUST002810,Checking,10577,,0.0,Closed,2022-01-23,2025-01-29,BR075
ACC00281101,CUST002811,Credit Card,-938,40427.0,0.2343,Active,2018-08-15,2024-12-22,BR078
ACC00281102,CUST002811,Checking,22210,,0.0,Active,2018-08-29,2025-07-19,BR078
ACC00281103,CUST002811,Credit Card,-769,39594.0,0.2208,Active,2018-09-01,2025-03-20,BR078
ACC00281201,CUST002812,Savings,39530,,0.0355,Frozen,2019-09-16,2024-12-08,BR014
ACC00281202,CUST002812,Money Market,22639,,0.0108,Active,2019-09-25,2025-07-22,BR014
ACC00281203,CUST002812,Savings,27419,,0.0405,Frozen,2019-09-19,2025-04-20,BR014
ACC00281301,CUST002813,Credit Card,-3215,35093.0,0.2357,Active,2017-03-17,2025-01-06,BR050
ACC00281401,CUST002814,Credit Card,-2151,20770.0,0.1646,Active,2016-01-25,2025-05-10,BR028
ACC00281501,CUST002815,Savings,7136,,0.0477,Active,2022-05-03,2025-05-17,BR005
ACC00281502,CUST002815,Money Market,2981,,0.0357,Inactive,2022-04-04,2025-05-20,BR005
ACC00281503,CUST002815,Money Market,5581,,0.0205,Active,2022-04-06,2025-06-03,BR005
ACC00281601,CUST002816,Money Market,445788,,0.0167,Active,2020-11-20,2025-08-18,BR017
ACC00281602,CUST002816,CD,263387,,0.025,Active,2020-10-31,2024-10-12,BR017
ACC00281701,CUST002817,Savings,8077,,0.0235,Active,2022-04-02,2024-10-20,BR015
ACC00281702,CUST002817,Credit Card,-4916,25481.0,0.1976,Active,2022-03-08,2025-07-23,BR015
ACC00281703,CUST002817,Savings,24330,,0.0496,Active,2022-03-31,2025-06-03,BR015
ACC00281801,CUST002818,Credit Card,-7068,46177.0,0.1571,Active,2017-12-14,2025-05-03,BR104
ACC00281802,CUST002818,Credit Card,-4646,11786.0,0.2255,Active,2018-01-01,2025-02-17,BR104
ACC00281803,CUST002818,CD,2760,,0.022,Active,2017-12-24,2024-11-13,BR104
ACC00281901,CUST002819,Savings,18088,,0.0483,Active,2024-05-02,2024-09-19,BR012
ACC00282001,CUST002820,CD,3363,,0.0128,Active,2020-12-20,2025-07-19,BR042
ACC00282002,CUST002820,Credit Card,-842,33172.0,0.1877,Active,2020-12-01,2025-06-22,BR042
ACC00282101,CUST002821,Savings,11986,,0.022,Active,2019-07-17,2025-06-21,BR050
ACC00282201,CUST002822,CD,659,,0.0497,Active,2020-02-15,2025-06-29,BR025
ACC00282301,CUST002823,Savings,1087,,0.0238,Active,2022-05-31,2024-12-20,BR077
ACC00282302,CUST002823,Credit Card,-700,20934.0,0.2058,Active,2022-06-20,2025-05-17,BR077
ACC00282401,CUST002824,Credit Card,-5942,17057.0,0.248,Active,2022-06-01,2025-02-21,BR017
ACC00282402,CUST002824,Savings,2655,,0.0113,Active,2022-06-23,2024-10-05,BR017
ACC00282501,CUST002825,Money Market,4826,,0.0469,Active,2020-09-19,2025-08-31,BR075
ACC00282502,CUST002825,Checking,341,,0.0,Active,2020-10-07,2024-12-15,BR075
ACC00282601,CUST002826,Savings,10164,,0.0142,Active,2019-05-22,2025-08-23,BR005
ACC00282602,CUST002826,CD,2048,,0.0186,Inactive,2019-05-23,2025-04-21,BR005
ACC00282701,CUST002827,Money Market,7007,,0.0454,Active,2018-08-18,2025-06-04,BR009
ACC00282702,CUST002827,CD,24685,,0.0199,Active,2018-07-26,2024-09-08,BR009
ACC00282703,CUST002827,Savings,10795,,0.0427,Inactive,2018-07-28,2025-03-11,BR009
ACC00282801,CUST002828,Money Market,3051,,0.0217,Closed,2021-11-02,2024-11-05,BR009
ACC00282802,CUST002828,CD,5060,,0.0421,Active,2021-10-31,2024-12-29,BR009
ACC00282901,CUST002829,CD,13895,,0.0165,Inactive,2022-10-31,2025-01-24,BR047
ACC00282902,CUST002829,CD,16369,,0.0342,Active,2022-11-27,2025-04-22,BR047
ACC00282903,CUST002829,Money Market,24841,,0.0156,Active,2022-11-28,2025-04-29,BR047
ACC00282904,CUST002829,Credit Card,-403,3297.0,0.2316,Active,2022-11-13,2024-11-23,BR047
ACC00283001,CUST002830,Savings,17244,,0.0457,Inactive,2020-03-20,2025-05-05,BR104
ACC00283002,CUST002830,Savings,3651,,0.0383,Active,2020-03-31,2025-01-04,BR104
ACC00283003,CUST002830,Checking,16733,,0.0,Active,2020-03-27,2025-05-10,BR104
ACC00283101,CUST002831,Money Market,1648,,0.0393,Active,2022-03-07,2025-08-21,BR040
ACC00283102,CUST002831,Credit Card,-1932,6254.0,0.1725,Active,2022-02-28,2024-11-25,BR040
ACC00283103,CUST002831,Checking,22706,,0.0,Active,2022-03-19,2024-09-19,BR040
ACC00283201,CUST002832,Money Market,4906,,0.0256,Active,2025-05-26,2025-07-31,BR034
ACC00283202,CUST002832,Credit Card,-1431,43196.0,0.2474,Active,2025-06-03,2025-08-06,BR034
ACC00283203,CUST002832,Checking,3347,,0.0,Active,2025-06-05,2025-04-27,BR034
ACC00283301,CUST002833,Savings,4043,,0.0137,Active,2023-06-20,2025-06-26,BR022
ACC00283302,CUST002833,CD,522,,0.0496,Active,2023-06-19,2024-11-23,BR022
ACC00283303,CUST002833,Credit Card,-1595,34255.0,0.1936,Active,2023-07-05,2024-11-09,BR022
ACC00283401,CUST002834,Savings,15473,,0.0305,Active,2019-06-06,2024-10-20,BR014
ACC00283402,CUST002834,CD,16154,,0.0139,Active,2019-06-12,2024-11-08,BR014
ACC00283501,CUST002835,CD,5029,,0.0171,Active,2015-12-27,2025-07-05,BR020
ACC00283502,CUST002835,Credit Card,-3194,46489.0,0.2156,Inactive,2015-12-28,2025-07-09,BR020
ACC00283601,CUST002836,Checking,17143,,0.0,Active,2022-11-05,2024-12-19,BR103
ACC00283701,CUST002837,CD,108,,0.0366,Active,2016-10-18,2025-04-25,BR091
ACC00283801,CUST002838,CD,383936,,0.0105,Active,2018-10-13,2025-03-24,BR006
ACC00283901,CUST002839,Savings,3692,,0.0331,Active,2019-09-27,2025-04-24,BR068
ACC00283902,CUST002839,Savings,2366,,0.0222,Active,2019-09-19,2024-09-27,BR068
ACC00284001,CUST002840,CD,17573,,0.0496,Active,2019-06-29,2025-04-01,BR005
ACC00284002,CUST002840,Savings,1002,,0.038,Active,2019-06-20,2025-04-30,BR005
ACC00284003,CUST002840,Savings,20871,,0.0318,Active,2019-07-06,2025-05-26,BR005
ACC00284101,CUST002841,Checking,14764,,0.0,Active,2025-08-10,2025-07-09,BR068
ACC00284102,CUST002841,Money Market,14881,,0.0459,Frozen,2025-07-26,2025-06-23,BR068
ACC00284103,CUST002841,Credit Card,-4889,6746.0,0.2159,Active,2025-08-12,2025-06-21,BR068
ACC00284201,CUST002842,Credit Card,-1111,43305.0,0.2233,Active,2024-10-12,2024-12-26,BR091
ACC00284202,CUST002842,Money Market,4287,,0.0295,Active,2024-09-24,2025-03-28,BR091
ACC00284301,CUST002843,Credit Card,-3168,46795.0,0.1678,Active,2019-01-16,2025-06-16,BR067
ACC00284401,CUST002844,Credit Card,-2733,25778.0,0.2053,Active,2024-11-24,2024-11-10,BR055
ACC00284501,CUST002845,CD,17423,,0.0288,Active,2021-08-13,2024-11-04,BR096
ACC00284502,CUST002845,Savings,16415,,0.0247,Active,2021-08-16,2024-10-26,BR096
ACC00284503,CUST002845,CD,18409,,0.0247,Active,2021-08-20,2025-01-05,BR096
ACC00284601,CUST002846,Money Market,11737,,0.0294,Active,2021-02-28,2024-11-27,BR038
ACC00284602,CUST002846,CD,11626,,0.0186,Active,2021-02-24,2024-12-05,BR038
ACC00284701,CUST002847,Savings,2235,,0.0399,Active,2023-03-22,2024-09-24,BR006
ACC00284801,CUST002848,Money Market,1780,,0.0107,Active,2016-05-04,2025-08-01,BR009
ACC00284802,CUST002848,Checking,1922,,0.0,Active,2016-04-22,2025-06-11,BR009
ACC00284803,CUST002848,Savings,1519,,0.0238,Active,2016-05-02,2025-07-21,BR009
ACC00284901,CUST002849,Money Market,256,,0.0203,Active,2022-04-20,2025-03-16,BR001
ACC00284902,CUST002849,Savings,3553,,0.0257,Active,2022-05-10,2024-09-16,BR001
ACC00284903,CUST002849,Savings,3159,,0.0392,Active,2022-04-16,2024-12-01,BR001
ACC00284904,CUST002849,Credit Card,-645,25239.0,0.2468,Active,2022-05-06,2025-06-05,BR001
ACC00285001,CUST002850,CD,8615,,0.0139,Active,2025-08-15,2025-03-26,BR152
ACC00285002,CUST002850,Credit Card,-2701,28783.0,0.1922,Closed,2025-07-26,2025-02-25,BR152
ACC00285101,CUST002851,Money Market,17099,,0.0275,Active,2015-09-29,2024-11-03,BR057
ACC00285201,CUST002852,Savings,4650,,0.0161,Active,2024-09-23,2025-07-26,BR028
ACC00285202,CUST002852,Credit Card,-246,5605.0,0.1561,Active,2024-09-06,2025-02-05,BR028
ACC00285203,CUST002852,Money Market,2689,,0.031,Active,2024-09-29,2024-11-28,BR028
ACC00285301,CUST002853,Credit Card,-24834,29087.0,0.1773,Active,2022-04-08,2025-06-28,BR086
ACC00285302,CUST002853,CD,95883,,0.0335,Inactive,2022-04-07,2025-06-24,BR086
ACC00285401,CUST002854,Credit Card,-20073,32348.0,0.2103,Active,2021-06-20,2025-07-10,BR014
ACC00285402,CUST002854,Savings,90322,,0.0406,Active,2021-06-06,2024-09-07,BR014
ACC00285403,CUST002854,Credit Card,-6419,35536.0,0.1946,Active,2021-06-12,2025-06-23,BR014
ACC00285501,CUST002855,Credit Card,-6889,37156.0,0.222,Active,2018-01-21,2025-08-23,BR104
ACC00285601,CUST002856,Credit Card,-8672,10807.0,0.1845,Active,2025-01-02,2025-03-01,BR035
ACC00285602,CUST002856,CD,7894,,0.0323,Closed,2025-01-22,2024-11-02,BR035
ACC00285701,CUST002857,CD,4511,,0.0141,Active,2017-01-01,2025-03-06,BR034
ACC00285702,CUST002857,Money Market,1578,,0.0397,Active,2016-12-27,2024-11-07,BR034
ACC00285801,CUST002858,Money Market,2217,,0.0296,Active,2021-07-20,2025-05-14,BR068
ACC00285802,CUST002858,Credit Card,-10351,41350.0,0.1736,Active,2021-07-11,2025-03-22,BR068
ACC00285803,CUST002858,CD,8629,,0.0393,Active,2021-07-05,2024-10-16,BR068
ACC00285901,CUST002859,Savings,4735,,0.0332,Active,2017-12-19,2025-03-15,BR001
ACC00285902,CUST002859,Checking,13350,,0.0,Active,2018-01-02,2024-12-25,BR001
ACC00286001,CUST002860,Credit Card,-827,2997.0,0.2167,Closed,2025-06-17,2024-12-02,BR007
ACC00286101,CUST002861,Savings,2470,,0.0171,Frozen,2019-01-29,2025-01-16,BR020
ACC00286102,CUST002861,Credit Card,-117,36466.0,0.1895,Active,2019-01-04,2025-02-04,BR020
ACC00286201,CUST002862,Savings,14380,,0.0365,Active,2022-09-19,2024-11-08,BR061
ACC00286202,CUST002862,Savings,18517,,0.0135,Active,2022-09-07,2024-12-23,BR061
ACC00286203,CUST002862,CD,14243,,0.0276,Active,2022-09-29,2025-08-26,BR061
ACC00286204,CUST002862,CD,18638,,0.0441,Active,2022-10-06,2025-04-18,BR061
ACC00286301,CUST002863,CD,1975,,0.038,Active,2024-02-24,2024-11-05,BR126
ACC00286401,CUST002864,Checking,18457,,0.0,Active,2017-08-23,2024-09-06,BR104
ACC00286402,CUST002864,Credit Card,-734,43733.0,0.2076,Active,2017-08-29,2025-05-16,BR104
ACC00286501,CUST002865,CD,17429,,0.048,Active,2021-06-02,2025-05-05,BR004
ACC00286601,CUST002866,Credit Card,-1779,3162.0,0.1862,Inactive,2019-10-12,2025-02-24,BR063
ACC00286602,CUST002866,CD,10195,,0.0117,Active,2019-10-03,2025-08-16,BR063
ACC00286701,CUST002867,Savings,43592,,0.0156,Active,2016-10-07,2025-08-29,BR050
ACC00286702,CUST002867,Checking,40852,,0.0,Closed,2016-10-11,2024-11-05,BR050
ACC00286703,CUST002867,Savings,46654,,0.0494,Active,2016-10-26,2024-08-31,BR050
ACC00286704,CUST002867,CD,75286,,0.0175,Active,2016-10-15,2025-02-04,BR050
ACC00286801,CUST002868,Checking,4426,,0.0,Active,2021-02-18,2024-09-04,BR039
ACC00286802,CUST002868,Money Market,1009,,0.0346,Active,2021-02-27,2025-03-06,BR039
ACC00286803,CUST002868,CD,3323,,0.0132,Active,2021-02-05,2025-06-01,BR039
ACC00286901,CUST002869,Credit Card,-175,27228.0,0.1738,Active,2016-11-05,2024-11-30,BR039
ACC00286902,CUST002869,CD,6979,,0.0206,Active,2016-11-06,2024-12-26,BR039
ACC00287001,CUST002870,Savings,20641,,0.032,Active,2018-11-27,2025-03-15,BR125
ACC00287101,CUST002871,Savings,62001,,0.0364,Active,2020-10-18,2025-04-22,BR006
ACC00287201,CUST002872,Money Market,2131,,0.0104,Active,2016-04-28,2024-12-26,BR057
ACC00287301,CUST002873,Credit Card,-464,34300.0,0.2148,Active,2021-06-05,2024-12-08,BR087
ACC00287302,CUST002873,Money Market,4398,,0.041,Active,2021-06-08,2025-02-14,BR087
ACC00287303,CUST002873,Checking,321,,0.0,Active,2021-06-01,2025-04-20,BR087
ACC00287304,CUST002873,Credit Card,-2092,29097.0,0.1934,Active,2021-06-04,2025-05-13,BR087
ACC00287401,CUST002874,Credit Card,-274,43262.0,0.2297,Active,2019-04-22,2024-09-23,BR077
ACC00287402,CUST002874,Checking,2776,,0.0,Active,2019-04-14,2025-03-13,BR077
ACC00287501,CUST002875,Money Market,335,,0.0224,Active,2017-01-25,2024-11-14,BR047
ACC00287601,CUST002876,CD,1930,,0.0238,Active,2016-05-01,2025-04-25,BR031
ACC00287602,CUST002876,CD,3169,,0.0209,Inactive,2016-05-08,2025-03-08,BR031
ACC00287701,CUST002877,Money Market,11537,,0.0194,Active,2023-06-09,2025-08-21,BR013
ACC00287702,CUST002877,Money Market,21271,,0.0326,Active,2023-05-31,2024-09-02,BR013
ACC00287703,CUST002877,Checking,16968,,0.0,Active,2023-06-12,2025-06-20,BR013
ACC00287801,CUST002878,Credit Card,-7284,30918.0,0.1642,Active,2022-04-05,2025-04-02,BR014
ACC00287802,CUST002878,Savings,23860,,0.0272,Inactive,2022-04-27,2025-02-04,BR014
ACC00287803,CUST002878,CD,24935,,0.037,Active,2022-04-24,2025-05-12,BR014
ACC00287901,CUST002879,Money Market,176856,,0.0195,Active,2022-04-17,2024-12-21,BR103
ACC00287902,CUST002879,Checking,127468,,0.0,Active,2022-05-01,2025-07-12,BR103
ACC00287903,CUST002879,Checking,121204,,0.0,Active,2022-04-30,2024-11-26,BR103
ACC00288001,CUST002880,Money Market,2962,,0.0442,Inactive,2022-09-26,2025-05-27,BR014
ACC00288002,CUST002880,CD,21037,,0.0288,Active,2022-10-09,2025-06-05,BR014
ACC00288003,CUST002880,CD,23734,,0.0325,Active,2022-10-08,2025-07-30,BR014
ACC00288101,CUST002881,Credit Card,-634,21917.0,0.1608,Active,2017-11-05,2024-11-06,BR022
ACC00288102,CUST002881,Savings,19156,,0.0251,Active,2017-11-13,2025-08-13,BR022
ACC00288103,CUST002881,Checking,4834,,0.0,Active,2017-11-23,2025-04-15,BR022
ACC00288201,CUST002882,CD,4324,,0.0456,Active,2021-03-27,2025-06-25,BR014
ACC00288301,CUST002883,Savings,449336,,0.0483,Active,2016-07-22,2025-08-05,BR030
ACC00288302,CUST002883,CD,229327,,0.0449,Active,2016-07-22,2024-12-26,BR030
ACC00288303,CUST002883,Checking,261048,,0.0,Active,2016-08-09,2025-03-17,BR030
ACC00288401,CUST002884,Credit Card,-1325,23805.0,0.1866,Active,2015-10-14,2024-10-20,BR001
ACC00288402,CUST002884,Money Market,19624,,0.0188,Active,2015-10-04,2025-05-16,BR001
ACC00288501,CUST002885,Savings,1276,,0.0447,Active,2020-09-12,2025-03-12,BR001
ACC00288601,CUST002886,Money Market,12662,,0.0478,Active,2016-01-25,2025-02-10,BR087
ACC00288701,CUST002887,Savings,1837,,0.0173,Active,2017-06-09,2025-06-22,BR017
ACC00288801,CUST002888,Money Market,80265,,0.0494,Active,2025-01-11,2025-05-21,BR031
ACC00288802,CUST002888,Money Market,20999,,0.0176,Active,2025-01-27,2025-08-12,BR031
ACC00288901,CUST002889,Credit Card,-6121,43988.0,0.1585,Active,2018-02-06,2025-08-22,BR001
ACC00288902,CUST002889,CD,19481,,0.034,Active,2018-01-29,2024-12-24,BR001
ACC00289001,CUST002890,Checking,41256,,0.0,Inactive,2019-06-23,2025-01-27,BR126
ACC00289101,CUST002891,Checking,11381,,0.0,Active,2019-08-17,2025-04-20,BR014
ACC00289102,CUST002891,Credit Card,-4810,3725.0,0.1982,Active,2019-08-15,2024-10-23,BR014
ACC00289103,CUST002891,CD,20586,,0.0248,Active,2019-08-06,2025-01-22,BR014
ACC00289201,CUST002892,Checking,15135,,0.0,Active,2021-07-10,2025-06-04,BR001
ACC00289301,CUST002893,Savings,265588,,0.0461,Closed,2017-12-24,2025-05-07,BR025
ACC00289401,CUST002894,Checking,1248,,0.0,Inactive,2023-06-11,2025-01-24,BR007
ACC00289402,CUST002894,CD,2486,,0.0116,Active,2023-06-20,2025-08-25,BR007
ACC00289501,CUST002895,Credit Card,-1852,5184.0,0.1953,Inactive,2021-05-04,2025-05-15,BR004
ACC00289502,CUST002895,Checking,23506,,0.0,Inactive,2021-05-10,2024-10-30,BR004
ACC00289503,CUST002895,Credit Card,-3755,35758.0,0.1645,Active,2021-05-06,2025-05-28,BR004
ACC00289601,CUST002896,Money Market,1184,,0.0318,Closed,2021-06-07,2025-07-27,BR009
ACC00289602,CUST002896,Credit Card,-2377,38034.0,0.1897,Active,2021-05-26,2025-03-01,BR009
ACC00289603,CUST002896,Credit Card,-7,43057.0,0.1687,Active,2021-05-19,2024-12-09,BR009
ACC00289701,CUST002897,Checking,57266,,0.0,Active,2024-05-10,2025-05-13,BR059
ACC00289702,CUST002897,Checking,75858,,0.0,Active,2024-05-17,2025-02-03,BR059
ACC00289703,CUST002897,Checking,51997,,0.0,Active,2024-05-18,2025-05-03,BR059
ACC00289801,CUST002898,Checking,4684,,0.0,Active,2018-10-29,2025-05-07,BR015
ACC00289802,CUST002898,Savings,975,,0.0328,Active,2018-10-04,2025-03-16,BR015
ACC00289901,CUST002899,CD,537,,0.0205,Active,2016-05-23,2024-09-04,BR039
ACC00290001,CUST002900,Credit Card,-1081,38175.0,0.1921,Active,2020-04-30,2025-03-11,BR022
ACC00290101,CUST002901,Credit Card,-1113,36909.0,0.2473,Active,2025-02-05,2024-10-08,BR016
ACC00290102,CUST002901,Checking,20471,,0.0,Active,2025-02-24,2025-04-04,BR016
ACC00290103,CUST002901,Savings,18813,,0.0478,Active,2025-02-23,2025-06-22,BR016
ACC00290201,CUST002902,CD,12573,,0.0496,Active,2019-06-01,2025-04-11,BR061
ACC00290202,CUST002902,Checking,21388,,0.0,Active,2019-06-11,2025-01-02,BR061
ACC00290301,CUST002903,Savings,17370,,0.0357,Active,2023-08-03,2025-03-23,BR077
ACC00290302,CUST002903,Checking,23522,,0.0,Active,2023-08-03,2025-04-28,BR077
ACC00290303,CUST002903,Money Market,9306,,0.0304,Closed,2023-07-13,2025-07-23,BR077
ACC00290304,CUST002903,Credit Card,-605,23036.0,0.1899,Inactive,2023-07-08,2025-06-03,BR077
ACC00290401,CUST002904,Savings,1899,,0.0443,Active,2018-04-13,2024-11-22,BR020
ACC00290402,CUST002904,Checking,13174,,0.0,Active,2018-03-27,2024-10-24,BR020
ACC00290403,CUST002904,Checking,20150,,0.0,Inactive,2018-04-04,2025-03-24,BR020
ACC00290501,CUST002905,Money Market,9919,,0.035,Active,2017-12-26,2025-07-28,BR077
ACC00290502,CUST002905,Checking,12819,,0.0,Active,2017-11-29,2024-11-06,BR077
ACC00290503,CUST002905,Checking,5539,,0.0,Active,2017-12-25,2024-09-15,BR077
ACC00290601,CUST002906,Savings,2840,,0.0121,Active,2020-01-05,2024-10-04,BR001
ACC00290602,CUST002906,Money Market,3181,,0.0273,Active,2019-12-25,2024-09-23,BR001
ACC00290701,CUST002907,Money Market,1953,,0.0494,Active,2023-05-15,2024-12-24,BR061
ACC00290702,CUST002907,Checking,17755,,0.0,Active,2023-05-23,2024-11-11,BR061
ACC00290801,CUST002908,Money Market,3152,,0.0378,Active,2019-10-20,2025-05-15,BR040
ACC00290802,CUST002908,Money Market,4070,,0.0315,Active,2019-10-25,2025-08-30,BR040
ACC00290803,CUST002908,Savings,4001,,0.0329,Active,2019-11-06,2025-04-09,BR040
ACC00290901,CUST002909,Savings,86498,,0.0138,Active,2023-09-06,2024-12-30,BR004
ACC00290902,CUST002909,Money Market,73899,,0.0207,Active,2023-09-01,2025-02-18,BR004
ACC00291001,CUST002910,Savings,19577,,0.0437,Active,2024-11-06,2025-03-21,BR126
ACC00291002,CUST002910,Savings,11669,,0.0448,Active,2024-11-07,2025-01-17,BR126
ACC00291003,CUST002910,Credit Card,-6350,2197.0,0.2092,Active,2024-11-05,2024-09-16,BR126
ACC00291101,CUST002911,Savings,69712,,0.0269,Inactive,2017-11-20,2024-09-04,BR061
ACC00291102,CUST002911,Money Market,75154,,0.0128,Active,2017-11-19,2024-11-05,BR061
ACC00291201,CUST002912,Money Market,1634,,0.02,Active,2023-02-28,2024-12-01,BR103
ACC00291202,CUST002912,Savings,1479,,0.0132,Active,2023-02-10,2025-04-19,BR103
ACC00291203,CUST002912,Credit Card,-33,29629.0,0.2148,Inactive,2023-03-04,2025-02-27,BR103
ACC00291301,CUST002913,Savings,2021,,0.0294,Inactive,2018-11-04,2025-02-06,BR050
ACC00291302,CUST002913,Credit Card,-400,15365.0,0.2448,Active,2018-11-23,2025-07-13,BR050
ACC00291303,CUST002913,Savings,160,,0.0345,Inactive,2018-11-15,2024-09-13,BR050
ACC00291401,CUST002914,Savings,4202,,0.0499,Inactive,2017-08-24,2025-08-17,BR009
ACC00291402,CUST002914,Savings,9188,,0.0296,Active,2017-09-11,2025-06-20,BR009
ACC00291501,CUST002915,Checking,37169,,0.0,Active,2022-03-18,2025-07-20,BR078
ACC00291502,CUST002915,CD,38425,,0.042,Active,2022-04-01,2025-08-03,BR078
ACC00291601,CUST002916,Savings,17874,,0.0277,Active,2021-09-12,2024-09-01,BR021
ACC00291602,CUST002916,Savings,12940,,0.0267,Active,2021-09-04,2024-11-03,BR021
ACC00291701,CUST002917,Credit Card,-3390,35830.0,0.1534,Active,2019-11-08,2025-05-09,BR014
